build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
759422129,ceb2638a9676f5839250dadfd079b9e4e4bdd759,,snyk-fix-de8b7aef85f336f847be52993cf44638,errored,32,2021-02-18 01:51:59 UTC,759422130,push
759422127,4d81f1aca43367f88a064171a0ffe4377f043cb3,,snyk-fix-de8b7aef85f336f847be52993cf44638,canceled,0,,759422128,push
759422113,8dbef3888e1636932c6fe726a14f6ed94117ac61,745,master,errored,28,2021-02-18 01:57:03 UTC,759422114,pull_request
701265646,ceb2638a9676f5839250dadfd079b9e4e4bdd759,,master,failed,47,2020-06-23 13:30:39 UTC,701265647,push
701073550,59dbf22785fcc790567415dd0f07eee0cc95b427,,master,failed,50,2020-06-22 23:11:52 UTC,701073551,push
693679695,c0f93674217c64cc701ff79a25201bf295edf0b8,730,master,errored,32,2020-06-02 01:51:18 UTC,693679696,pull_request
693679687,055b0698d6798207f5dcf44b7b9676f89e6cfa01,,snyk-fix-db8efffcce2da2bcd6eb7195b20e6c2a,errored,30,2020-06-02 01:51:17 UTC,693679688,push
693679685,2b276ba29bd4ecceacc6b89ee4dea6649b8759cb,,snyk-fix-db8efffcce2da2bcd6eb7195b20e6c2a,canceled,0,,693679686,push
683200655,ea403bc408e9e96eb5f6f8b45b0a4fb604dedece,728,master,errored,26,2020-05-05 01:51:25 UTC,683200656,pull_request
683200653,830591457a59f50569df2e7dfac914e9d3b95226,,snyk-fix-087261d8f9091f0d43252f0c045cb12d,errored,25,2020-05-05 01:51:23 UTC,683200654,push
683200647,2b276ba29bd4ecceacc6b89ee4dea6649b8759cb,,snyk-fix-087261d8f9091f0d43252f0c045cb12d,canceled,0,,683200648,push
670956288,2b276ba29bd4ecceacc6b89ee4dea6649b8759cb,,master,failed,50,2020-04-04 14:38:01 UTC,670956289,push
613959525,e8cd6917cf732858ea7f17153a527859c5300501,,0.13.26,passed,54,2019-11-19 11:26:27 UTC,613959526,push
613959523,e8cd6917cf732858ea7f17153a527859c5300501,,master,failed,53,2019-11-19 11:26:24 UTC,613959524,push
613192846,1dc0ee867a166a4eb4b7209be5718977274bbc0a,,master,failed,56,2019-11-17 20:07:31 UTC,613192847,push
604469159,f77f6f3d8aa05276e1bcfcf1f9f8c97a442fb3f2,,0.13.25,passed,54,2019-10-29 14:14:35 UTC,604469160,push
604468951,f77f6f3d8aa05276e1bcfcf1f9f8c97a442fb3f2,,master,failed,100,2019-10-29 14:14:31 UTC,604468952,push
604367603,ecdd4821cae1db45c25303b42f57dcb01e2d66c8,,python3,passed,86,2019-10-29 10:15:28 UTC,604367604,push
604355142,733d2b2f99b509c7b191fafce65e1d35f3cbedf4,,python3,passed,55,2019-10-29 09:43:10 UTC,604355143,push
604175279,b701a3b781733e89c9d1d71430da23831a379b9d,,python3,passed,51,2019-10-28 22:51:07 UTC,604175280,push
603634722,dd51f1b890fd2ad3611d6881ee19d53aefc7e55d,,python3,passed,52,2019-10-27 21:32:03 UTC,603634723,push
603575546,a63d0badc2416fc2d299ae728ff13331e85c1a6f,,python3,passed,58,2019-10-27 17:44:51 UTC,603575547,push
600612799,ba3e2f1002b26d5be4b4c3cdafed947796546ca7,719,master,failed,57,2019-10-21 08:09:21 UTC,600612800,pull_request
600612789,d602acb73336675a588705bdd940107811980090,,dependabot/pip/requests-2.20.0,passed,53,2019-10-21 08:09:11 UTC,600612790,push
599339708,4e7770f09838aa682f50302a890005aaa5f6d008,,python3,passed,55,2019-10-17 20:30:33 UTC,599339709,push
599234284,3bd1a8564fe8efccab23a82035fff67542e92c90,,python3,passed,52,2019-10-17 16:11:41 UTC,599234285,push
599180134,bfafc5d7777852c98715c23bb57dbf1c71738807,,python3,passed,49,2019-10-17 14:21:26 UTC,599180135,push
599172522,72185cdf338943aba12553a3c4f50cfe25d13616,,python3,passed,52,2019-10-17 14:04:28 UTC,599172523,push
599126892,fb7bb75f4b38826e5f50ae3f48a5480c207c8894,,python3,passed,49,2019-10-17 12:19:48 UTC,599126893,push
598816276,385fd95e1f62084c4721837a72d27130dc0753a3,,python3,passed,52,2019-10-16 19:14:09 UTC,598816277,push
598745085,fb9e6444f5eacd04b7022ae2d71a404736c5dd9a,,python3,passed,67,2019-10-16 16:25:37 UTC,598745086,push
598630014,0821b63f11b289607e3191114115a08e0afd5f8c,,python3,passed,54,2019-10-16 12:28:20 UTC,598630015,push
595303021,0c30afd709de22a99ab8ecb61040b35473b62a25,,0.13.24,passed,65,2019-10-08 20:27:28 UTC,595303022,push
595302777,0c30afd709de22a99ab8ecb61040b35473b62a25,,master,failed,63,2019-10-08 20:26:48 UTC,595302778,push
595030164,96e70d5ac40d27dd5d67bace405fef39a2b10487,,master,failed,65,2019-10-08 09:52:32 UTC,595030165,push
594458931,191a9458106f3a86475f87430493d8132d5e9363,,apidata,passed,62,2019-10-07 07:50:07 UTC,594458932,push
576805657,af3dbd299f2e15e3a14087cb4cf2f0f7549d99a5,,master,failed,55,2019-08-26 12:56:23 UTC,576805658,push
574439572,f6c0f808256bb2c6324bca99d22b7485de02be90,707,master,failed,56,2019-08-20 16:07:13 UTC,574439573,pull_request
550289357,837a7382efb1254f8affabecfce48393f732a293,,0.13.23,passed,60,2019-06-25 13:22:50 UTC,550289358,push
547842062,837a7382efb1254f8affabecfce48393f732a293,,master,failed,65,2019-06-19 17:53:41 UTC,547842063,push
547817785,34c8910b94e57127b2ebfc46bbbac5f7a8588341,,apidata,passed,85,2019-06-19 16:51:16 UTC,547817786,push
547802947,c99eb37cc033b912386f38236ca7d309aff64c73,,apidata,passed,64,2019-06-19 16:16:50 UTC,547802948,push
540089270,f1c5ed2738cb56bf26788bbb769fd2554e91d3b7,678,master,failed,102,2019-06-01 13:16:05 UTC,540089271,pull_request
528244051,69b2e7885cb2507bded5cfad2ba435fb9a201527,669,master,failed,84,2019-05-04 19:30:13 UTC,528244052,pull_request
511285857,20a778700081983b8938d433e646cd61042c34c7,657,master,failed,77,2019-03-26 02:35:17 UTC,511285858,pull_request
503557571,b01bb2d45b677224a220d6daa5ab57ebca051c30,,0.13.22,passed,60,2019-03-08 11:27:11 UTC,503557572,push
503557500,b01bb2d45b677224a220d6daa5ab57ebca051c30,,master,failed,57,2019-03-08 11:26:47 UTC,503557501,push
503555067,f48923f82796a88716721aed03105104681b74c9,,master,failed,60,2019-03-08 11:19:40 UTC,503555068,push
503313102,18d112f03995ab4efd7c9cec7a4fe435a4240a42,642,master,failed,61,2019-03-07 21:36:16 UTC,503313103,pull_request
503312041,9c112ad1ac86482ea7b371addd17a0e0d4643839,642,master,failed,90,2019-03-07 21:33:25 UTC,503312042,pull_request
503310826,bbb9d4a2a6880627f19cfa0ca55676e0cdae22cc,642,master,failed,88,2019-03-07 21:30:43 UTC,503310827,pull_request
485614617,d30fce854052ba1e55776e8d7a51cbda35f44aa4,618,master,failed,65,2019-01-28 21:40:28 UTC,485614618,pull_request
469384553,36512b428f8f276e2261538f4236611b756bdc1d,587,master,failed,81,2018-12-18 07:19:22 UTC,469384554,pull_request
462599291,277499edb62447bc9ed4319d8478556937ecea40,,0.13.21,passed,199,2018-12-03 00:28:45 UTC,462599292,push
462599239,277499edb62447bc9ed4319d8478556937ecea40,,master,failed,178,2018-12-03 00:28:26 UTC,462599240,push
462530168,c2d113597bfee4ca1a4c4e4ec4cfca3ed158ad5d,,msl2,passed,77,2018-12-02 19:36:53 UTC,462530169,push
462499474,3f1ccfc422e1d25192456f1793f361b5e11683da,,msl2,passed,63,2018-12-02 17:28:49 UTC,462499475,push
